name,sex,frequency,year
Esther,F,726,1974
Lydia,F,724,1974
Marilyn,F,724,1974
Roxanne,F,722,1974
Chandra,F,713,1974
Alexandra,F,708,1974
Bobbi,F,699,1974
Lora,F,696,1974
Jennie,F,691,1974
Shauna,F,689,1974
Antoinette,F,685,1974
Alisha,F,682,1974
Marcy,F,682,1974
Angelia,F,679,1974
Sheryl,F,675,1974
Shana,F,674,1974
Tania,F,673,1974
Alisa,F,667,1974
Deana,F,664,1974
Candy,F,661,1974
Cherie,F,661,1974
Shanna,F,661,1974
Carey,F,659,1974
Latisha,F,656,1974
Brandie,F,649,1974
Jacquelyn,F,643,1974
Wendi,F,643,1974
Ericka,F,639,1974
Lorena,F,639,1974
Janelle,F,635,1974
Lorraine,F,635,1974
Gail,F,629,1974
Lakisha,F,629,1974
Angelina,F,626,1974
Rosemary,F,624,1974
Lynette,F,621,1974
Melisa,F,619,1974
Autumn,F,618,1974
Chasity,F,616,1974
Ronda,F,613,1974
Tanisha,F,611,1974
Meghan,F,609,1974
Lee,F,608,1974
Abigail,F,605,1974
Ruby,F,601,1974
Alexis,F,600,1974
Lara,F,600,1974
Miriam,F,597,1974
Alma,F,594,1974
Dianna,F,593,1974
Marla,F,590,1974
Marisa,F,589,1974
Nora,F,587,1974
Jo,F,586,1974
Angelique,F,584,1974
Shari,F,583,1974
Celeste,F,581,1974
Joan,F,579,1974
Lorie,F,576,1974
Bernadette,F,572,1974
Karin,F,572,1974
Johanna,F,571,1974
Shelia,F,569,1974
Tameka,F,568,1974
Audra,F,560,1974
Elisa,F,560,1974
Maribel,F,558,1974
Marlene,F,547,1974
Elena,F,544,1974
Faith,F,542,1974
Jeannette,F,542,1974
Janine,F,541,1974
Cecilia,F,540,1974
Marisol,F,539,1974
Tisha,F,539,1974
Josephine,F,536,1974
Marcie,F,534,1974
Grace,F,533,1974
Michael,F,526,1974
Ramona,F,519,1974
Terra,F,518,1974
Terry,F,518,1974
Darcy,F,516,1974
Adriana,F,513,1974
Amelia,F,507,1974
Glenda,F,507,1974
Olivia,F,506,1974
Vivian,F,505,1974
Daphne,F,504,1974
Marci,F,501,1974
Michael,M,67585,1974
Jason,M,54771,1974
Christopher,M,48616,1974
David,M,41805,1974
James,M,41360,1974
John,M,37643,1974
Robert,M,37040,1974
Brian,M,34468,1974
Matthew,M,27224,1974
William,M,26992,1974
Daniel,M,23845,1974
Joseph,M,21843,1974
Eric,M,20190,1974
Kevin,M,19473,1974
Jeffrey,M,19328,1974
Mark,M,18916,1974
Richard,M,18651,1974
Scott,M,18046,1974
Steven,M,17677,1974
Thomas,M,17287,1974
Anthony,M,16396,1974
Timothy,M,15898,1974
Charles,M,15155,1974
Jeremy,M,13303,1974
Ryan,M,13192,1974
Chad,M,12803,1974
Paul,M,12323,1974
Andrew,M,11788,1974
Joshua,M,11601,1974
Shawn,M,11447,1974
Gregory,M,10834,1974
Aaron,M,10512,1974
Jonathan,M,10234,1974
Kenneth,M,10148,1974
Stephen,M,10116,1974
Adam,M,8431,1974
Sean,M,8293,1974
Patrick,M,8140,1974
Todd,M,7851,1974
Edward,M,7827,1974
Donald,M,7762,1974
Ronald,M,7668,1974
Justin,M,7432,1974
Keith,M,7393,1974
Bryan,M,7236,1974
Benjamin,M,7191,1974
Jose,M,6719,1974
Gary,M,6446,1974
George,M,6281,1974
Peter,M,5946,1974
Brandon,M,5863,1974
Nathan,M,5850,1974
Douglas,M,5847,1974
Travis,M,5703,1974
Larry,M,5695,1974
Shane,M,5657,1974
Craig,M,5540,1974
Bradley,M,5175,1974
Dennis,M,4880,1974
Samuel,M,4675,1974
Jerry,M,4664,1974
Raymond,M,4582,1974
Troy,M,4566,1974
Juan,M,4433,1974
Jeffery,M,4367,1974
Frank,M,4363,1974
Jesse,M,4106,1974
Jamie,M,4089,1974
Terry,M,4027,1974
Phillip,M,3936,1974
Carlos,M,3869,1974
Rodney,M,3849,1974
Marcus,M,3807,1974
Derek,M,3638,1974
Joel,M,3494,1974
Brent,M,3416,1974
Corey,M,3378,1974
Billy,M,3366,1974
Randy,M,3347,1974
Tony,M,3220,1974
Nicholas,M,3215,1974
Antonio,M,3177,1974
Russell,M,3173,1974
Johnny,M,3169,1974
Marc,M,3111,1974
Philip,M,2974,1974
Derrick,M,2961,1974
Jacob,M,2958,1974
Carl,M,2895,1974
Erik,M,2885,1974
Danny,M,2859,1974
Bobby,M,2791,1974
Roger,M,2756,1974
Jon,M,2748,1974
Brett,M,2679,1974
Victor,M,2624,1974
Kyle,M,2601,1974
Curtis,M,2591,1974
Jimmy,M,2568,1974
Lawrence,M,2544,1974
Shannon,M,2506,1974
Micheal,M,2492,1974
Walter,M,2491,1974
Christian,M,2488,1974
Brad,M,2482,1974
Luis,M,2452,1974
Vincent,M,2436,1974
Gerald,M,2416,1974
Martin,M,2373,1974
Jay,M,2366,1974
Alexander,M,2365,1974
Damon,M,2361,1974
Joe,M,2346,1974
Cory,M,2328,1974
Henry,M,2324,1974
Chris,M,2279,1974
Alan,M,2234,1974
Gabriel,M,2233,1974
Wayne,M,2222,1974
Willie,M,2220,1974
Dustin,M,2197,1974
Roy,M,2186,1974
Randall,M,2116,1974
Lee,M,2114,1974
Allen,M,2102,1974
Arthur,M,2075,1974
Darren,M,2074,1974
Mario,M,2061,1974
Ricky,M,2034,1974
Albert,M,2017,1974
Jared,M,2003,1974
Andre,M,1998,1974
Jesus,M,1944,1974
Louis,M,1936,1974
Frederick,M,1932,1974
Bruce,M,1855,1974
Darrell,M,1841,1974
Adrian,M,1817,1974
Tyrone,M,1815,1974
Ricardo,M,1809,1974
Ronnie,M,1788,1974
Manuel,M,1764,1974
Kelly,M,1759,1974
Casey,M,1728,1974
Dale,M,1690,1974
Harold,M,1680,1974
Ian,M,1659,1974
Miguel,M,1657,1974
Jack,M,1653,1974
Ernest,M,1642,1974
Jermaine,M,1628,1974
Nathaniel,M,1610,1974
Reginald,M,1610,1974
Eugene,M,1603,1974
Tommy,M,1580,1974
Barry,M,1564,1974
Clinton,M,1548,1974
Glenn,M,1544,1974
Lance,M,1529,1974
Francisco,M,1512,1974
Roberto,M,1512,1974
Tracy,M,1493,1974
Marvin,M,1485,1974
Leonard,M,1471,1974
Wesley,M,1469,1974
Eddie,M,1457,1974
Steve,M,1447,1974
Jorge,M,1429,1974
Jerome,M,1417,1974
Seth,M,1411,1974
Alex,M,1388,1974
Ruben,M,1384,1974
Maurice,M,1375,1974
Ralph,M,1372,1974
Neil,M,1324,1974
Kristopher,M,1308,1974
Calvin,M,1297,1974
Jeremiah,M,1295,1974
Zachary,M,1276,1974
Theodore,M,1269,1974
Heath,M,1250,1974
Kurt,M,1237,1974
Mitchell,M,1233,1974
Dean,M,1222,1974
Hector,M,1215,1974
Howard,M,1208,1974
Duane,M,1202,1974
Dwayne,M,1199,1974
Melvin,M,1199,1974
Oscar,M,1196,1974
Geoffrey,M,1178,1974
Edwin,M,1168,1974
Clifford,M,1148,1974
Stanley,M,1148,1974
Jody,M,1125,1974
Kirk,M,1122,1974
Wade,M,1120,1974
Angel,M,1110,1974
Terrence,M,1106,1974
Greg,M,1097,1974
Trevor,M,1096,1974
Clayton,M,1095,1974
Jaime,M,1092,1974
Mathew,M,1083,1974
Toby,M,1080,1974
Earl,M,1079,1974
Harry,M,1079,1974
Terrance,M,1068,1974
Raul,M,1064,1974
Javier,M,1059,1974
Darin,M,1037,1974
Ramon,M,1015,1974
Clarence,M,1006,1974
Karl,M,1005,1974
Norman,M,999,1974
Pedro,M,981,1974
Jeff,M,976,1974
Alfred,M,973,1974
Leon,M,973,1974
Ray,M,956,1974
Byron,M,955,1974
Daryl,M,953,1974
Clint,M,941,1974
Isaac,M,941,1974
Warren,M,935,1974
Rafael,M,927,1974
Tyler,M,924,1974
Lonnie,M,922,1974
Franklin,M,914,1974
Cedric,M,902,1974
Andy,M,897,1974
Fred,M,890,1974
Francis,M,888,1974
Gilbert,M,887,1974
Roderick,M,880,1974
Armando,M,870,1974
Alejandro,M,869,1974
Bernard,M,857,1974
Joey,M,855,1974
Fernando,M,841,1974
Damian,M,829,1974
Stacy,M,828,1974
Lamont,M,824,1974
Glen,M,820,1974
Mike,M,816,1974
Dana,M,814,1974
Alvin,M,813,1974
Eduardo,M,809,1974
Omar,M,809,1974
Shaun,M,801,1974
Don,M,798,1974
Cody,M,797,1974
Leroy,M,775,1974
Kelvin,M,765,1974
Donnie,M,761,1974
Marlon,M,758,1974
Vernon,M,752,1974
Clifton,M,751,1974
Jessie,M,750,1974
Marco,M,749,1974
Alberto,M,745,1974
Sergio,M,739,1974
Fredrick,M,729,1974
Julio,M,728,1974
Luke,M,726,1974
Rene,M,726,1974
Orlando,M,718,1974
Kerry,M,709,1974
Darryl,M,708,1974
Lewis,M,708,1974
Dwight,M,701,1974
Micah,M,694,1974
Leslie,M,691,1974
Erick,M,685,1974
Demetrius,M,680,1974
Herbert,M,677,1974
Stuart,M,677,1974
Nelson,M,675,1974
Ross,M,673,1974
Cesar,M,670,1974
Johnathan,M,670,1974
Colin,M,668,1974
Ivan,M,660,1974
Damien,M,658,1974
Edgar,M,653,1974
Cameron,M,652,1974
Alfredo,M,650,1974
Julian,M,650,1974
Marshall,M,648,1974
Dominic,M,646,1974
Brendan,M,633,1974
Trent,M,633,1974
Lloyd,M,632,1974
Evan,M,631,1974
Gordon,M,631,1974
Jarrod,M,631,1974
Jonathon,M,629,1974
Jayson,M,625,1974
Enrique,M,622,1974
Marty,M,617,1974
Grant,M,615,1974
Nakia,M,612,1974
Chadwick,M,609,1974
Scotty,M,605,1974
Bradford,M,601,1974
Darrin,M,596,1974
Devin,M,594,1974
Guy,M,593,1974
Arturo,M,591,1974
Floyd,M,590,1974
Jackie,M,590,1974
Tyson,M,589,1974
Kent,M,584,1974
Neal,M,584,1974
Jimmie,M,581,1974
Gene,M,570,1974
Lorenzo,M,569,1974
Lucas,M,568,1974
Bryant,M,566,1974
Johnnie,M,564,1974
Spencer,M,563,1974
Charlie,M,553,1974
Angelo,M,551,1974
Noah,M,545,1974
Jim,M,542,1974
Ben,M,541,1974
Felix,M,538,1974
Stacey,M,535,1974
Allan,M,534,1974
Garrett,M,528,1974
Israel,M,528,1974
Perry,M,528,1974
Freddie,M,525,1974
Ethan,M,524,1974
Andres,M,520,1974
Salvador,M,518,1974
Rick,M,517,1974
Roland,M,517,1974
Gerardo,M,516,1974
Leo,M,513,1974
Antoine,M,511,1974
Bret,M,509,1974
Noel,M,506,1974
Nick,M,503,1974
Jennifer,F,58186,1975
Amy,F,32252,1975
Heather,F,24303,1975
Melissa,F,24166,1975
Angela,F,23356,1975
Michelle,F,22664,1975
Kimberly,F,20261,1975
Lisa,F,18133,1975
Stephanie,F,15773,1975
Nicole,F,14276,1975
Rebecca,F,13926,1975
Christina,F,12976,1975
Jessica,F,12930,1975
Amanda,F,12656,1975
Elizabeth,F,12474,1975
Kelly,F,11737,1975
Sarah,F,11170,1975
Julie,F,11144,1975
Mary,F,10966,1975
Laura,F,10314,1975
Shannon,F,9371,1975
Christine,F,9103,1975
Dawn,F,8746,1975
Tracy,F,8508,1975
April,F,8243,1975
Rachel,F,8226,1975
Karen,F,8165,1975
Andrea,F,8044,1975
Carrie,F,7858,1975
Tammy,F,7525,1975
Maria,F,7519,1975
Susan,F,7490,1975
Wendy,F,7474,1975
Stacy,F,7171,1975
Tina,F,7065,1975
Patricia,F,7053,1975
Tiffany,F,6919,1975
Erin,F,6894,1975
Lori,F,6649,1975
Cynthia,F,6541,1975
Tara,F,6457,1975
Danielle,F,6416,1975
Crystal,F,6243,1975
Stacey,F,5931,1975
Tonya,F,5899,1975
Jill,F,5728,1975
Misty,F,5553,1975
Emily,F,5483,1975
Monica,F,5478,1975
Tanya,F,5380,1975
Sandra,F,5376,1975
Melanie,F,5368,1975
Christy,F,5169,1975
Sara,F,5130,1975
Holly,F,5048,1975
Michele,F,5035,1975
Brandy,F,4946,1975
Katherine,F,4854,1975
Amber,F,4681,1975
Kristen,F,4676,1975
Teresa,F,4639,1975
Dana,F,4621,1975
Erica,F,4581,1975
Denise,F,4462,1975
Robin,F,4331,1975
Heidi,F,4294,1975
Brenda,F,4240,1975
Jamie,F,4233,1975
Megan,F,4195,1975
Pamela,F,4178,1975
Leslie,F,4106,1975
Veronica,F,4059,1975
Catherine,F,3934,1975
Kristin,F,3879,1975
Sharon,F,3736,1975
Alicia,F,3719,1975
Tamara,F,3628,1975
Theresa,F,3612,1975
Anna,F,3571,1975
Kathleen,F,3542,1975
Linda,F,3522,1975
Nancy,F,3510,1975
Barbara,F,3455,1975
Gina,F,3429,1975
Donna,F,3423,1975
Deborah,F,3415,1975
Renee,F,3408,1975
Brandi,F,3369,1975
Allison,F,3351,1975
Jacqueline,F,3315,1975
Melinda,F,3284,1975
Valerie,F,3227,1975
Rhonda,F,3167,1975
Jodi,F,3106,1975
Sherry,F,3044,1975
Christie,F,3027,1975
Cheryl,F,2998,1975
Margaret,F,2950,1975
Kathryn,F,2947,1975
Diana,F,2914,1975
Samantha,F,2835,1975
Courtney,F,2772,1975
Kristina,F,2747,1975
Ann,F,2716,1975
Victoria,F,2712,1975
Mandy,F,2709,1975
Paula,F,2655,1975
Yolanda,F,2653,1975
Kristi,F,2646,1975
Natalie,F,2639,1975
Regina,F,2570,1975
Cindy,F,2505,1975
Shelly,F,2483,1975
Vanessa,F,2445,1975
Debra,F,2443,1975
Felicia,F,2403,1975
Tracey,F,2377,1975
Kara,F,2360,1975
Carolyn,F,2348,1975
Beth,F,2324,1975
Suzanne,F,2319,1975
Carla,F,2314,1975
Joy,F,2306,1975
Anne,F,2285,1975
Laurie,F,2284,1975
Deanna,F,2277,1975
Alison,F,2267,1975
Erika,F,2256,1975
Kari,F,2218,1975
Tamika,F,2159,1975
Katrina,F,2130,1975
Leah,F,2122,1975
Colleen,F,2101,1975
Sheila,F,2098,1975
Jenny,F,2060,1975
Aimee,F,2031,1975
Julia,F,2002,1975
Ashley,F,1988,1975
Janet,F,1950,1975
Angie,F,1947,1975
Kristy,F,1920,1975
Diane,F,1908,1975
Bridget,F,1863,1975
Lauren,F,1848,1975
Natasha,F,1842,1975
Stacie,F,1840,1975
Kristie,F,1819,1975
Tricia,F,1803,1975
Martha,F,1790,1975
Carol,F,1786,1975
Carmen,F,1777,1975
Kelli,F,1769,1975
Nichole,F,1765,1975
Sonya,F,1760,1975
Traci,F,1740,1975
Virginia,F,1733,1975
Anita,F,1719,1975
Joanna,F,1696,1975
Krista,F,1694,1975
Kathy,F,1690,1975
Shawna,F,1689,1975
Jody,F,1685,1975
Kerry,F,1678,1975
Marie,F,1633,1975
Terri,F,1601,1975
Angel,F,1598,1975
Kerri,F,1597,1975
Cassandra,F,1587,1975
Kristine,F,1559,1975
Molly,F,1548,1975
Shelley,F,1547,1975
Robyn,F,1510,1975
Kendra,F,1504,1975
Keri,F,1503,1975
Trisha,F,1502,1975
Monique,F,1495,1975
Sonia,F,1490,1975
Kim,F,1480,1975
Toni,F,1454,1975
Claudia,F,1448,1975
Meredith,F,1428,1975
Lynn,F,1423,1975
Charity,F,1421,1975
Connie,F,1407,1975
Rachael,F,1376,1975
Adrienne,F,1371,1975
Annette,F,1364,1975
Bonnie,F,1345,1975
Yvonne,F,1330,1975
Sabrina,F,1327,1975
Janice,F,1311,1975
Mindy,F,1307,1975
Becky,F,1305,1975
Katie,F,1294,1975
Gloria,F,1288,1975
Sherri,F,1273,1975
Latasha,F,1243,1975
Caroline,F,1232,1975
Ruth,F,1230,1975
Tracie,F,1225,1975
Angelica,F,1211,1975
Hope,F,1208,1975
Latonya,F,1208,1975
Rosa,F,1205,1975
Latoya,F,1202,1975
Melody,F,1198,1975
Cara,F,1193,1975
Brooke,F,1181,1975
Gretchen,F,1175,1975
Kellie,F,1171,1975
Kelley,F,1169,1975
Jeanette,F,1160,1975
Ana,F,1158,1975
Sheri,F,1151,1975
Sylvia,F,1143,1975
Belinda,F,1139,1975
Bethany,F,1135,1975
Joanne,F,1133,1975
Joyce,F,1127,1975
Candice,F,1126,1975
Candace,F,1123,1975
Nikki,F,1103,1975
Tasha,F,1084,1975
Charlotte,F,1081,1975
Ginger,F,1077,1975
Charlene,F,1074,1975
Rebekah,F,1071,1975
Leigh,F,1065,1975
Helen,F,1058,1975
Wanda,F,1058,1975
Alice,F,1055,1975
Olivia,F,1049,1975
Bobbie,F,1043,1975
Frances,F,1030,1975
Penny,F,1026,1975
Norma,F,1023,1975
Betty,F,1021,1975
Ellen,F,1021,1975
Shana,F,1019,1975
Yvette,F,1018,1975
Karla,F,1014,1975
Keisha,F,1014,1975
Billie,F,1011,1975
Christa,F,1010,1975
Beverly,F,1009,1975
Marsha,F,1006,1975
Trina,F,1006,1975
Jolene,F,999,1975
Leticia,F,977,1975
Dorothy,F,975,1975
Nakia,F,972,1975
Cathy,F,970,1975
Staci,F,969,1975
Shawn,F,963,1975
Tonia,F,958,1975
Sally,F,949,1975
Rose,F,947,1975
Audrey,F,937,1975
Joann,F,937,1975
Juanita,F,936,1975
Amie,F,920,1975
Raquel,F,920,1975
Jaime,F,915,1975
Tabitha,F,912,1975
Darlene,F,907,1975
Christi,F,899,1975
Naomi,F,898,1975
Peggy,F,897,1975
Tameka,F,893,1975
Jodie,F,892,1975
Jackie,F,886,1975
Jean,F,886,1975
Rita,F,883,1975
Miranda,F,882,1975
Vicki,F,882,1975
Cristina,F,880,1975
Maureen,F,877,1975
Shirley,F,875,1975
Kimberley,F,872,1975
Evelyn,F,866,1975
Kenya,F,863,1975
Elaine,F,859,1975
Casey,F,856,1975
Judith,F,853,1975
Sandy,F,841,1975
Autumn,F,840,1975
Jenifer,F,838,1975
Lakisha,F,837,1975
Tami,F,832,1975
Rochelle,F,829,1975
Jana,F,822,1975
Meghan,F,822,1975
Dena,F,816,1975
Debbie,F,811,1975
Marcia,F,794,1975
Gwendolyn,F,792,1975
Alisha,F,791,1975
Rachelle,F,789,1975
Summer,F,785,1975
Jane,F,783,1975
Loretta,F,777,1975
Eva,F,766,1975
Kirsten,F,762,1975
Carey,F,757,1975
Desiree,F,753,1975
Judy,F,749,1975
Chandra,F,747,1975
Shelby,F,746,1975
Roxanne,F,745,1975
Cheri,F,733,1975
Janelle,F,733,1975
Alexandra,F,726,1975
Nina,F,726,1975
Chasity,F,725,1975
Teri,F,723,1975
Priscilla,F,722,1975
Irene,F,721,1975
Tammie,F,721,1975
Stefanie,F,717,1975
Esther,F,714,1975
Lesley,F,714,1975
Jennie,F,707,1975
Jeanne,F,702,1975
Jeannie,F,699,1975
Tania,F,698,1975
Angelina,F,683,1975
Alexis,F,678,1975
Chastity,F,678,1975
Latisha,F,671,1975
Miriam,F,671,1975
Roberta,F,670,1975
Lydia,F,669,1975
Mandi,F,669,1975
Angelia,F,668,1975
Lora,F,666,1975
Eileen,F,662,1975
Brandie,F,659,1975
Lorraine,F,656,1975
Marilyn,F,652,1975
Cherie,F,648,1975
Candy,F,647,1975
Antoinette,F,645,1975
Bobbi,F,644,1975
Lara,F,638,1975
Tanisha,F,631,1975
Ruby,F,629,1975
Shauna,F,626,1975
Dina,F,622,1975
Lorena,F,621,1975
Lynette,F,620,1975
Sonja,F,617,1975
Deana,F,616,1975
Ebony,F,616,1975
Abigail,F,614,1975
Adriana,F,609,1975
Jami,F,603,1975
Shanna,F,601,1975
Jacquelyn,F,600,1975
Ronda,F,589,1975
Lee,F,585,1975
Alisa,F,576,1975
Sheryl,F,576,1975
Marisol,F,572,1975
Vickie,F,572,1975
Marla,F,569,1975
Grace,F,568,1975
Guadalupe,F,566,1975
Tia,F,563,1975
Wendi,F,562,1975
Gail,F,561,1975
Alyssa,F,559,1975
Marisa,F,559,1975
Michael,F,557,1975
Angelique,F,556,1975
Faith,F,555,1975
Ericka,F,553,1975
Nora,F,553,1975
Joan,F,551,1975
Melisa,F,549,1975
Bernadette,F,545,1975
Maribel,F,545,1975
Johanna,F,541,1975
Marcy,F,536,1975
Rosemary,F,535,1975
Lawanda,F,529,1975
Terra,F,527,1975
Amelia,F,524,1975
Celeste,F,523,1975
Jo,F,521,1975
Misti,F,521,1975
Alma,F,520,1975
Cari,F,520,1975
Elena,F,518,1975
Hollie,F,518,1975
Latanya,F,518,1975
Lindsay,F,516,1975
Lakeisha,F,513,1975
Betsy,F,512,1975
Cecilia,F,511,1975
Audra,F,509,1975
Ramona,F,509,1975
Katina,F,506,1975
Karin,F,503,1975
Jenna,F,502,1975
Dianna,F,501,1975
Michael,M,68454,1975
Jason,M,52188,1975
Christopher,M,46594,1975
James,M,39593,1975
David,M,39178,1975
Robert,M,35336,1975
John,M,35097,1975
Brian,M,30605,1975
Matthew,M,28558,1975
William,M,25575,1975
Daniel,M,23827,1975
Joseph,M,22144,1975
Eric,M,19819,1975
Jeffrey,M,18327,1975
Kevin,M,18085,1975
Richard,M,17685,1975
Scott,M,17321,1975
Steven,M,17067,1975
Mark,M,16753,1975
Thomas,M,16557,1975
Anthony,M,16499,1975
Timothy,M,15955,1975
Ryan,M,15303,1975
Jeremy,M,15202,1975
Charles,M,14581,1975
Joshua,M,14575,1975
Chad,M,12849,1975
Andrew,M,12774,1975
Paul,M,12018,1975
Jonathan,M,10917,1975
Shawn,M,10691,1975
Aaron,M,10550,1975
Gregory,M,10409,1975
Stephen,M,9740,1975
Kenneth,M,9640,1975
Benjamin,M,9553,1975
Justin,M,8893,1975
Adam,M,8653,1975
Patrick,M,8062,1975
Sean,M,7599,1975
Edward,M,7392,1975
Donald,M,7197,1975
Todd,M,7157,1975
Brandon,M,7091,1975
Nathan,M,7068,1975
Ronald,M,7066,1975
Bryan,M,7009,1975
Jose,M,6966,1975
Keith,M,6827,1975
Gary,M,6121,1975
Travis,M,5964,1975
Bradley,M,5897,1975
George,M,5843,1975
Peter,M,5707,1975
Douglas,M,5354,1975
Larry,M,5312,1975
Shane,M,5209,1975
Craig,M,5115,1975
Dennis,M,4729,1975
Juan,M,4693,1975
Samuel,M,4622,1975
Jamie,M,4573,1975
Raymond,M,4530,1975
Jesse,M,4436,1975
Jerry,M,4313,1975
Frank,M,4212,1975
Terry,M,3972,1975
Marcus,M,3970,1975
Troy,M,3949,1975
Jeffery,M,3907,1975
Corey,M,3883,1975
Phillip,M,3852,1975
Carlos,M,3792,1975
Joel,M,3732,1975
Jacob,M,3626,1975
Rodney,M,3582,1975
Antonio,M,3485,1975
Randy,M,3383,1975
Brent,M,3369,1975
Tony,M,3325,1975
Nicholas,M,3321,1975
Russell,M,3232,1975
Derek,M,3188,1975
Billy,M,3112,1975
Philip,M,3008,1975
Johnny,M,2969,1975
Erik,M,2862,1975
Kyle,M,2838,1975
Marc,M,2821,1975
Derrick,M,2819,1975
Carl,M,2812,1975
Brett,M,2780,1975
Bobby,M,2772,1975
Danny,M,2742,1975
Victor,M,2684,1975
Dustin,M,2681,1975
Roger,M,2621,1975
Brad,M,2615,1975
Cory,M,2571,1975
Jared,M,2562,1975
Shannon,M,2531,1975
Jon,M,2517,1975
Christian,M,2463,1975
Alexander,M,2444,1975
Micheal,M,2441,1975
Gabriel,M,2434,1975
Luis,M,2422,1975
Gerald,M,2402,1975
Vincent,M,2385,1975
Lawrence,M,2363,1975
Walter,M,2359,1975
Jimmy,M,2358,1975
Curtis,M,2330,1975
Damon,M,2280,1975
Alan,M,2247,1975
Joe,M,2238,1975
Jay,M,2179,1975
Willie,M,2174,1975
Martin,M,2165,1975
Wayne,M,2131,1975
Randall,M,2128,1975
Roy,M,2124,1975
Andre,M,2106,1975
Henry,M,2086,1975
Mario,M,2057,1975
Allen,M,2037,1975
Darren,M,2033,1975
Arthur,M,2024,1975
Albert,M,2018,1975
Casey,M,1960,1975
Chris,M,1960,1975
Nathaniel,M,1960,1975
Adrian,M,1955,1975
Jesus,M,1923,1975
Ricky,M,1916,1975
Seth,M,1869,1975
Lee,M,1861,1975
Louis,M,1812,1975
Manuel,M,1800,1975
Bruce,M,1792,1975
Frederick,M,1787,1975
Jack,M,1747,1975
Ricardo,M,1730,1975
Ian,M,1725,1975
Zachary,M,1686,1975
Tyrone,M,1683,1975
Darrell,M,1673,1975
Miguel,M,1661,1975
Jeremiah,M,1652,1975
Kelly,M,1642,1975
Ronnie,M,1630,1975
Francisco,M,1614,1975
Harold,M,1591,1975
Clinton,M,1577,1975
Roberto,M,1558,1975
Tommy,M,1552,1975
Jorge,M,1540,1975
Wesley,M,1534,1975
Dale,M,1531,1975
Eugene,M,1519,1975
Ernest,M,1514,1975
Reginald,M,1499,1975
Lance,M,1498,1975
Barry,M,1481,1975
Jerome,M,1438,1975
Leonard,M,1434,1975
Geoffrey,M,1396,1975
Eddie,M,1390,1975
Steve,M,1387,1975
Maurice,M,1385,1975
Glenn,M,1383,1975
Ruben,M,1377,1975
Ralph,M,1342,1975
Neil,M,1334,1975
Alex,M,1329,1975
Jermaine,M,1317,1975
Marvin,M,1312,1975
Calvin,M,1284,1975
Jaime,M,1276,1975
Trevor,M,1269,1975
Dwayne,M,1249,1975
Hector,M,1248,1975
Edwin,M,1241,1975
Kristopher,M,1233,1975
Oscar,M,1231,1975
Clifton,M,1215,1975
Melvin,M,1209,1975
Heath,M,1205,1975
Theodore,M,1200,1975
Toby,M,1192,1975
Terrance,M,1181,1975
Mitchell,M,1180,1975
Clayton,M,1178,1975
Stanley,M,1168,1975
Howard,M,1167,1975
Terrence,M,1150,1975
Wade,M,1131,1975
Mathew,M,1126,1975
Clifford,M,1124,1975
Javier,M,1113,1975
Angel,M,1094,1975
Kurt,M,1089,1975
Ramon,M,1081,1975
Harry,M,1072,1975
Tyler,M,1063,1975
Tracy,M,1052,1975
Duane,M,1042,1975
Raul,M,1038,1975
Cameron,M,1029,1975
Alejandro,M,1026,1975
Dean,M,1026,1975
Earl,M,1023,1975
Isaac,M,1014,1975
Kirk,M,1001,1975
Rafael,M,988,1975
Pedro,M,983,1975
Francis,M,958,1975
Greg,M,953,1975
Alfred,M,949,1975
Jody,M,939,1975
Andy,M,928,1975
Armando,M,926,1975
Byron,M,914,1975
Clarence,M,912,1975
Fernando,M,912,1975
Karl,M,903,1975
Cody,M,901,1975
Ray,M,894,1975
Omar,M,892,1975
Damian,M,891,1975
Lucas,M,891,1975
Warren,M,891,1975
Leon,M,884,1975
Jeff,M,883,1975
Gilbert,M,879,1975
Lonnie,M,873,1975
Cedric,M,871,1975
Franklin,M,865,1975
Dana,M,858,1975
Alvin,M,856,1975
Bernard,M,850,1975
Norman,M,849,1975
Clint,M,845,1975
Darin,M,844,1975
Eduardo,M,844,1975
Orlando,M,842,1975
Daryl,M,840,1975
Fred,M,840,1975
Joey,M,840,1975
Glen,M,807,1975
Leroy,M,799,1975
Johnathan,M,797,1975
Roderick,M,796,1975
Micah,M,790,1975
Stacy,M,783,1975
Luke,M,778,1975
Jessie,M,771,1975
Don,M,764,1975
Julio,M,764,1975
Sergio,M,759,1975
Marco,M,754,1975
Julian,M,746,1975
Donnie,M,738,1975
Gerardo,M,738,1975
Jonathon,M,738,1975
Kelvin,M,728,1975
Ivan,M,725,1975
Grant,M,721,1975
Fredrick,M,720,1975
Edgar,M,717,1975
Alberto,M,716,1975
Chadwick,M,707,1975
Colin,M,707,1975
Alfredo,M,704,1975
Shaun,M,702,1975
Spencer,M,696,1975
Nelson,M,690,1975
Rene,M,689,1975
Vernon,M,688,1975
Mike,M,683,1975
Leslie,M,681,1975
Cesar,M,679,1975
Ross,M,679,1975
Dominic,M,677,1975
Darryl,M,675,1975
Dwight,M,672,1975
Herbert,M,672,1975
Jarrod,M,669,1975
Trent,M,669,1975
Lamont,M,660,1975
Lewis,M,660,1975
Brendan,M,655,1975
Neal,M,647,1975
Kerry,M,646,1975
Enrique,M,645,1975
Arturo,M,644,1975
