County FIPS	County Name	Industry	Industry Title	Year	Average Employment	Total Wages	Average Weekly Wages	Average Annual Wages	
089	St. Lawrence	08	Finance,  Insurance & Real Estate	1997	1024	22141750	415.82	21623	
089	St. Lawrence	08	Finance,  Insurance & Real Estate	1998	1053	23939353	437.20	22734	
089	St. Lawrence	08	Finance,  Insurance & Real Estate	1999	1051	24443742	447.44	23267	
089	St. Lawrence	08	Finance,  Insurance & Real Estate	2000	1023	24501129	460.39	23941	
089	St. Lawrence	09	Services	1975	7442	59077010	152.67	7939	
089	St. Lawrence	09	Services	1976	7402	62333068	161.95	8421	
089	St. Lawrence	09	Services	1977	7519	64529198	165.03	8582	
089	St. Lawrence	09	Services	1978	11005	98055653	171.34	8910	
089	St. Lawrence	09	Services	1979	11300	110110807	187.39	9744	
089	St. Lawrence	09	Services	1980	11574	125369425	208.30	10832	
089	St. Lawrence	09	Services	1981	11391	136775191	230.92	12008	
089	St. Lawrence	09	Services	1982	11461	150324378	252.23	13116	
089	St. Lawrence	09	Services	1983	11362	162012240	274.23	14260	
089	St. Lawrence	09	Services	1984	11781	174926017	285.55	14849	
089	St. Lawrence	09	Services	1985	12236	193028776	303.38	15776	
089	St. Lawrence	09	Services	1986	12021	204139836	326.58	16982	
089	St. Lawrence	09	Services	1987	12525	229417448	352.24	18316	
089	St. Lawrence	09	Services	1988	12896	247353113	368.86	19181	
089	St. Lawrence	09	Services	1989	13106	266783432	391.47	20356	
089	St. Lawrence	09	Services	1990	13573	288128903	408.24	21228	
089	St. Lawrence	09	Services	1991	13628	294348723	415.36	21599	
089	St. Lawrence	09	Services	1992	13625	309398551	436.71	22709	
089	St. Lawrence	09	Services	1993	13639	318421383	448.97	23347	
089	St. Lawrence	09	Services	1994	13791	328934572	458.68	23852	
089	St. Lawrence	09	Services	1995	13836	333742481	463.88	24122	
089	St. Lawrence	09	Services	1996	13946	340477933	469.49	24413	
089	St. Lawrence	09	Services	1997	14008	354756210	487.04	25326	
089	St. Lawrence	09	Services	1998	14193	365329110	495.01	25741	
089	St. Lawrence	09	Services	1999	14519	387449266	513.17	26685	
089	St. Lawrence	09	Services	2000	14951	417113888	536.51	27898	
089	St. Lawrence	10	Public Administration	1975	442	5903958	256.78	13352	
089	St. Lawrence	10	Public Administration	1976	453	6160385	261.62	13604	
089	St. Lawrence	10	Public Administration	1977	416	5914698	273.31	14212	
089	St. Lawrence	10	Public Administration	1978	2975	101005387	652.84	33948	
089	St. Lawrence	10	Public Administration	1979	2701	24750753	176.25	9165	
089	St. Lawrence	10	Public Administration	1980	2658	27910624	201.93	10501	
089	St. Lawrence	10	Public Administration	1981	2503	29094377	223.51	11623	
089	St. Lawrence	10	Public Administration	1982	2541	31417934	237.81	12366	
089	St. Lawrence	10	Public Administration	1983	2689	36872471	263.75	13715	
089	St. Lawrence	10	Public Administration	1984	2621	41877091	307.32	15981	
089	St. Lawrence	10	Public Administration	1985	2687	45455283	325.37	16919	
089	St. Lawrence	10	Public Administration	1986	2696	47551695	339.22	17640	
089	St. Lawrence	10	Public Administration	1987	2794	51395628	353.78	18397	
089	St. Lawrence	10	Public Administration	1988	2878	54135582	361.74	18811	
089	St. Lawrence	10	Public Administration	1989	3388	71685993	406.95	21161	
089	St. Lawrence	10	Public Administration	1990	3644	81195747	428.48	22281	
089	St. Lawrence	10	Public Administration	1991	3791	89461561	453.84	23599	
089	St. Lawrence	10	Public Administration	1992	3985	98237281	474.13	24655	
089	St. Lawrence	10	Public Administration	1993	3922	106618449	522.74	27182	
089	St. Lawrence	10	Public Administration	1994	4049	113178524	537.54	27952	
089	St. Lawrence	10	Public Administration	1995	3919	113562839	557.33	28981	
089	St. Lawrence	10	Public Administration	1996	3797	112762953	571.08	29696	
089	St. Lawrence	10	Public Administration	1997	3917	117373817	576.21	29963	
089	St. Lawrence	10	Public Administration	1998	4126	126896279	591.46	30756	
089	St. Lawrence	10	Public Administration	1999	4073	131636400	621.50	32318	
089	St. Lawrence	10	Public Administration	2000	4115	135770438	634.44	32991	
091	Saratoga	00	All Industries	1975	21040	197583910	180.60	9391	
091	Saratoga	00	All Industries	1976	23358	242963264	200.03	10402	
091	Saratoga	00	All Industries	1977	24412	263640111	207.69	10800	
091	Saratoga	00	All Industries	1978	30834	335501804	209.25	10881	
091	Saratoga	00	All Industries	1979	32009	361117573	216.96	11282	
091	Saratoga	00	All Industries	1980	32432	386237590	229.02	11909	
091	Saratoga	00	All Industries	1981	32240	419045772	249.96	12998	
091	Saratoga	00	All Industries	1982	32595	452179141	266.78	13873	
091	Saratoga	00	All Industries	1983	33771	487446373	277.58	14434	
091	Saratoga	00	All Industries	1984	36595	557819049	293.14	15243	
091	Saratoga	00	All Industries	1985	39183	639829177	314.02	16329	
091	Saratoga	00	All Industries	1986	41746	704620086	324.59	16879	
091	Saratoga	00	All Industries	1987	44605	811228738	349.75	18187	
091	Saratoga	00	All Industries	1988	47635	909971985	367.37	19103	
091	Saratoga	00	All Industries	1989	49625	997677308	386.62	20104	
091	Saratoga	00	All Industries	1990	50402	1064255391	406.07	21115	
091	Saratoga	00	All Industries	1991	50662	1133979443	430.44	22383	
091	Saratoga	00	All Industries	1992	50918	1209244428	456.71	23749	
091	Saratoga	00	All Industries	1993	52064	1254583804	463.40	24097	
091	Saratoga	00	All Industries	1994	53398	1297191345	467.18	24293	
091	Saratoga	00	All Industries	1995	53759	1337599919	478.49	24881	
091	Saratoga	00	All Industries	1996	54433	1399087382	494.29	25703	
091	Saratoga	00	All Industries	1997	57350	1492534271	500.48	26025	
091	Saratoga	00	All Industries	1998	60069	1619224050	518.38	26956	
091	Saratoga	00	All Industries	1999	62255	1737001170	536.57	27902	
091	Saratoga	00	All Industries	2000	65076	1882483653	556.29	28927	
091	Saratoga	01	Agriculture, Mining & Unclassified	1975	200	1603121	154.15	8016	
091	Saratoga	01	Agriculture, Mining & Unclassified	1976	169	1385561	158.05	8219	
091	Saratoga	01	Agriculture, Mining & Unclassified	1977	184	1570372	164.05	8531	
091	Saratoga	01	Agriculture, Mining & Unclassified	1978	259	2159503	160.39	8341	
091	Saratoga	01	Agriculture, Mining & Unclassified	1979	288	2526861	168.53	8764	
091	Saratoga	01	Agriculture, Mining & Unclassified	1980	285	2760106	186.02	9673	
091	Saratoga	01	Agriculture, Mining & Unclassified	1981	291	3303266	218.48	11361	
091	Saratoga	01	Agriculture, Mining & Unclassified	1982	333	3689367	213.01	11076	
091	Saratoga	01	Agriculture, Mining & Unclassified	1983	377	4486192	229.04	11910	
091	Saratoga	01	Agriculture, Mining & Unclassified	1984	488	6402765	252.40	13125	
091	Saratoga	01	Agriculture, Mining & Unclassified	1985	543	7437762	263.41	13698	
091	Saratoga	01	Agriculture, Mining & Unclassified	1986	578	8544457	284.41	14789	
091	Saratoga	01	Agriculture, Mining & Unclassified	1987	609	9410211	297.15	15452	
091	Saratoga	01	Agriculture, Mining & Unclassified	1988	656	10526996	308.41	16037	
091	Saratoga	01	Agriculture, Mining & Unclassified	1989	605	9975977	317.14	16491	
091	Saratoga	01	Agriculture, Mining & Unclassified	1990	557	10089942	348.36	18115	
091	Saratoga	01	Agriculture, Mining & Unclassified	1991	538	9270127	331.62	17244	
091	Saratoga	01	Agriculture, Mining & Unclassified	1992	540	9764163	348.05	18099	
091	Saratoga	01	Agriculture, Mining & Unclassified	1993	552	9820965	342.25	17797	
091	Saratoga	01	Agriculture, Mining & Unclassified	1994	536	9333804	335.09	17425	
091	Saratoga	01	Agriculture, Mining & Unclassified	1995	590	10277565	335.28	17434	
091	Saratoga	01	Agriculture, Mining & Unclassified	1996	627	11277777	345.86	17984	
091	Saratoga	01	Agriculture, Mining & Unclassified	1997	690	12988430	361.87	18817	
091	Saratoga	01	Agriculture, Mining & Unclassified	1998	707	14687001	399.59	20779	
091	Saratoga	01	Agriculture, Mining & Unclassified	1999	767	15294388	383.35	19934	
091	Saratoga	01	Agriculture, Mining & Unclassified	2000	870	18509212	409.37	21287	
091	Saratoga	03	Construction	1975	964	11184466	223.16	11604	
091	Saratoga	03	Construction	1976	966	11096453	220.85	11484	
091	Saratoga	03	Construction	1977	1058	13236302	240.65	12514	
091	Saratoga	03	Construction	1978	1290	18335317	273.41	14217	
091	Saratoga	03	Construction	1979	1356	20349431	288.58	15006	
091	Saratoga	03	Construction	1980	1226	19547565	306.54	15940	
091	Saratoga	03	Construction	1981	1260	21584662	329.48	17133	
091	Saratoga	03	Construction	1982	1383	25564840	355.37	18479	
091	Saratoga	03	Construction	1983	1338	23640097	339.75	17667	
091	Saratoga	03	Construction	1984	1703	31656248	357.49	18589	
091	Saratoga	03	Construction	1985	2168	43733017	387.92	20172	
091	Saratoga	03	Construction	1986	2816	57747334	394.40	20509	
091	Saratoga	03	Construction	1987	3206	72510425	434.89	22614	
091	Saratoga	03	Construction	1988	3593	88404195	473.11	24602	
091	Saratoga	03	Construction	1989	3577	91105243	489.76	25467	
091	Saratoga	03	Construction	1990	3143	88081300	539.01	28028	
091	Saratoga	03	Construction	1991	2718	75685051	535.55	27848	
091	Saratoga	03	Construction	1992	2560	73396901	551.34	28670	
091	Saratoga	03	Construction	1993	2496	73053287	562.83	29267	
091	Saratoga	03	Construction	1994	2455	70668006	553.68	28791	
091	Saratoga	03	Construction	1995	2339	68386755	562.26	29238	
091	Saratoga	03	Construction	1996	2179	66804912	589.72	30666	
091	Saratoga	03	Construction	1997	2458	76230585	596.49	31017	
091	Saratoga	03	Construction	1998	2707	90686319	644.36	33507	
091	Saratoga	03	Construction	1999	2980	99996034	645.36	33559	
091	Saratoga	03	Construction	2000	3166	110909412	673.63	35029	
091	Saratoga	04	Manufacturing	1975	5910	76566392	249.16	12956	
091	Saratoga	04	Manufacturing	1976	7041	110203412	300.99	15651	
091	Saratoga	04	Manufacturing	1977	7253	117285366	310.98	16171	
091	Saratoga	04	Manufacturing	1978	6871	115636569	323.66	16830	
091	Saratoga	04	Manufacturing	1979	6268	108466069	332.80	17305	
091	Saratoga	04	Manufacturing	1980	5775	106102018	353.31	18372	
091	Saratoga	04	Manufacturing	1981	5768	113818586	379.47	19732	
091	Saratoga	04	Manufacturing	1982	5446	115178723	406.74	21151	
091	Saratoga	04	Manufacturing	1983	5710	124400105	418.94	21785	
091	Saratoga	04	Manufacturing	1984	6304	145476317	443.82	23079	
091	Saratoga	04	Manufacturing	1985	6583	165831101	484.48	25193	
091	Saratoga	04	Manufacturing	1986	6644	174451766	504.91	26255	
091	Saratoga	04	Manufacturing	1987	7089	200841927	544.87	28333	
091	Saratoga	04	Manufacturing	1988	7588	224582354	569.14	29595	
091	Saratoga	04	Manufacturing	1989	7966	244474846	590.19	30690	
091	Saratoga	04	Manufacturing	1990	7772	249172633	616.58	32062	
091	Saratoga	04	Manufacturing	1991	7715	257610865	642.17	33393	
091	Saratoga	04	Manufacturing	1992	7722	273697781	681.62	35444	
091	Saratoga	04	Manufacturing	1993	7532	271818956	694.00	36088	
091	Saratoga	04	Manufacturing	1994	7115	266466024	720.23	37452	
091	Saratoga	04	Manufacturing	1995	6946	265325428	734.57	38198	
091	Saratoga	04	Manufacturing	1996	7038	281234371	768.45	39959	
091	Saratoga	04	Manufacturing	1997	7109	295066062	798.23	41508	
091	Saratoga	04	Manufacturing	1998	7281	300989634	794.97	41339	
091	Saratoga	04	Manufacturing	1999	7176	318149777	852.65	44338	
091	Saratoga	04	Manufacturing	2000	7197	331876840	886.77	46112	
091	Saratoga	05	Transportation & Public Utilities	1975	797	9335746	225.36	11719	
091	Saratoga	05	Transportation & Public Utilities	1976	833	10527843	243.14	12644	
091	Saratoga	05	Transportation & Public Utilities	1977	848	11619163	263.52	13703	
091	Saratoga	05	Transportation & Public Utilities	1978	887	12932512	280.52	14587	
091	Saratoga	05	Transportation & Public Utilities	1979	831	14665696	339.56	17657	
091	Saratoga	05	Transportation & Public Utilities	1980	820	14291133	335.12	17426	
091	Saratoga	05	Transportation & Public Utilities	1981	758	15756904	399.98	20799	
091	Saratoga	05	Transportation & Public Utilities	1982	804	18327368	438.42	22798	
091	Saratoga	05	Transportation & Public Utilities	1983	783	16563604	406.94	21161	
091	Saratoga	05	Transportation & Public Utilities	1984	793	17708718	429.67	22343	
091	Saratoga	05	Transportation & Public Utilities	1985	824	18392115	429.41	22330	
091	Saratoga	05	Transportation & Public Utilities	1986	851	18823709	425.58	22130	
091	Saratoga	05	Transportation & Public Utilities	1987	935	21544348	443.04	23038	
091	Saratoga	05	Transportation & Public Utilities	1988	990	24549978	476.84	24796	
091	Saratoga	05	Transportation & Public Utilities	1989	1055	27763953	505.93	26308	
091	Saratoga	05	Transportation & Public Utilities	1990	1290	36740375	547.71	28481	
091	Saratoga	05	Transportation & Public Utilities	1991	1337	39976220	574.96	29898	
091	Saratoga	05	Transportation & Public Utilities	1992	1488	51614389	666.98	34683	
091	Saratoga	05	Transportation & Public Utilities	1993	1558	53756874	663.43	34498	
091	Saratoga	05	Transportation & Public Utilities	1994	1598	56416510	678.83	35299	
091	Saratoga	05	Transportation & Public Utilities	1995	1560	55433259	683.20	35527	
091	Saratoga	05	Transportation & Public Utilities	1996	1527	55631991	700.85	36444	
091	Saratoga	05	Transportation & Public Utilities	1997	1546	56958964	708.71	36853	
091	Saratoga	05	Transportation & Public Utilities	1998	1501	60065008	769.64	40021	
091	Saratoga	05	Transportation & Public Utilities	1999	1723	63766357	711.57	37002	
091	Saratoga	05	Transportation & Public Utilities	2000	1828	68990103	725.92	37748	
091	Saratoga	06	Wholesale Trade	1975	591	5762740	187.60	9755	
091	Saratoga	06	Wholesale Trade	1976	603	6054856	193.18	10045	
091	Saratoga	06	Wholesale Trade	1977	649	6917935	205.07	10663	
091	Saratoga	06	Wholesale Trade	1978	748	8762391	225.33	11717	
091	Saratoga	06	Wholesale Trade	1979	957	12411496	249.54	12976	
091	Saratoga	06	Wholesale Trade	1980	949	13849238	280.67	14595	
091	Saratoga	06	Wholesale Trade	1981	942	14343357	292.95	15233	
091	Saratoga	06	Wholesale Trade	1982	921	14585001	304.48	15833	
091	Saratoga	06	Wholesale Trade	1983	931	15455214	319.13	16595	
091	Saratoga	06	Wholesale Trade	1984	922	16094168	335.81	17462	
091	Saratoga	06	Wholesale Trade	1985	1077	20001947	357.01	18565	
091	Saratoga	06	Wholesale Trade	1986	1188	22260380	360.34	18738	
091	Saratoga	06	Wholesale Trade	1987	1225	25695916	403.50	20982	
091	Saratoga	06	Wholesale Trade	1988	1328	30507793	441.81	22974	
091	Saratoga	06	Wholesale Trade	1989	1483	35967777	466.33	24249	
091	Saratoga	06	Wholesale Trade	1990	1841	48569028	507.41	26385	
091	Saratoga	06	Wholesale Trade	1991	1954	55082811	542.00	28184	
091	Saratoga	06	Wholesale Trade	1992	2004	57808129	554.69	28844	
091	Saratoga	06	Wholesale Trade	1993	2164	63326180	562.87	29269	
091	Saratoga	06	Wholesale Trade	1994	2276	69901011	590.60	30711	
091	Saratoga	06	Wholesale Trade	1995	2519	79281290	605.20	31470	
091	Saratoga	06	Wholesale Trade	1996	2697	89325841	637.03	33126	
091	Saratoga	06	Wholesale Trade	1997	2838	92107481	624.19	32458	
091	Saratoga	06	Wholesale Trade	1998	3121	104967100	646.88	33638	
091	Saratoga	06	Wholesale Trade	1999	3340	114694374	660.48	34345	
091	Saratoga	06	Wholesale Trade	2000	3360	121524451	695.47	36164	
091	Saratoga	07	Retail Trade	1975	6046	38675410	123.02	6397	
091	Saratoga	07	Retail Trade	1976	6933	45769927	126.96	6602	
091	Saratoga	07	Retail Trade	1977	7297	49565975	130.62	6792	
091	Saratoga	07	Retail Trade	1978	7841	55965793	137.27	7138	
091	Saratoga	07	Retail Trade	1979	8187	61801197	145.16	7548	
091	Saratoga	07	Retail Trade	1980	8072	64142905	152.82	7947	
091	Saratoga	07	Retail Trade	1981	8069	68964003	164.36	8547	
091	Saratoga	07	Retail Trade	1982	8152	72565506	171.19	8902	
091	Saratoga	07	Retail Trade	1983	8812	81690050	178.27	9270	
091	Saratoga	07	Retail Trade	1984	9806	94221755	184.78	9609	
091	Saratoga	07	Retail Trade	1985	10280	105808171	197.94	10293	
091	Saratoga	07	Retail Trade	1986	10831	116491772	206.84	10756	
091	Saratoga	07	Retail Trade	1987	11572	130250281	216.46	11256	
091	Saratoga	07	Retail Trade	1988	12476	141013496	217.36	11303	
091	Saratoga	07	Retail Trade	1989	13174	152357058	222.40	11565	
091	Saratoga	07	Retail Trade	1990	13278	159475401	230.97	12011	
091	Saratoga	07	Retail Trade	1991	13126	163258277	239.18	12437	
091	Saratoga	07	Retail Trade	1992	12573	165240405	252.75	13143	
091	Saratoga	07	Retail Trade	1993	13055	169930837	250.32	13017	
091	Saratoga	07	Retail Trade	1994	14152	186595891	253.56	13185	
091	Saratoga	07	Retail Trade	1995	13914	188112670	259.99	13520	
091	Saratoga	07	Retail Trade	1996	13809	190521498	265.33	13797	
091	Saratoga	07	Retail Trade	1997	13812	200432082	279.07	14512	
091	Saratoga	07	Retail Trade	1998	13545	208182969	295.57	15370	
091	Saratoga	07	Retail Trade	1999	13927	222227134	306.86	15956	
091	Saratoga	07	Retail Trade	2000	14890	254153619	328.26	17069	
091	Saratoga	08	Finance,  Insurance & Real Estate	1975	628	5528039	169.17	8797	
091	Saratoga	08	Finance,  Insurance & Real Estate	1976	674	5977241	170.52	8867	
091	Saratoga	08	Finance,  Insurance & Real Estate	1977	720	6661074	177.91	9251	
091	Saratoga	08	Finance,  Insurance & Real Estate	1978	776	7734660	191.68	9967	
091	Saratoga	08	Finance,  Insurance & Real Estate	1979	781	8128730	200.18	10409	
091	Saratoga	08	Finance,  Insurance & Real Estate	1980	803	8934236	213.96	11126	
091	Saratoga	08	Finance,  Insurance & Real Estate	1981	816	9712540	228.97	11906	
091	Saratoga	08	Finance,  Insurance & Real Estate	1982	869	10951598	242.38	12604	
091	Saratoga	08	Finance,  Insurance & Real Estate	1983	1002	13338096	255.88	13306	
091	Saratoga	08	Finance,  Insurance & Real Estate	1984	1116	16086191	277.30	14420	
091	Saratoga	08	Finance,  Insurance & Real Estate	1985	1263	19663520	299.30	15564	
091	Saratoga	08	Finance,  Insurance & Real Estate	1986	1490	25520444	329.33	17125	
091	Saratoga	08	Finance,  Insurance & Real Estate	1987	1641	31196703	365.52	19007	
091	Saratoga	08	Finance,  Insurance & Real Estate	1988	1741	34490049	380.99	19811	
091	Saratoga	08	Finance,  Insurance & Real Estate	1989	1830	38853920	408.26	21230	
091	Saratoga	08	Finance,  Insurance & Real Estate	1990	1850	37522864	389.96	20278	
091	Saratoga	08	Finance,  Insurance & Real Estate	1991	2078	49870572	461.58	24002	
091	Saratoga	08	Finance,  Insurance & Real Estate	1992	2570	67285734	503.48	26181	
091	Saratoga	08	Finance,  Insurance & Real Estate	1993	2790	74813374	515.70	26816	
091	Saratoga	08	Finance,  Insurance & Real Estate	1994	2754	76943488	537.28	27939	
091	Saratoga	08	Finance,  Insurance & Real Estate	1995	2691	76228561	544.77	28328	
091	Saratoga	08	Finance,  Insurance & Real Estate	1996	2892	84901100	564.55	29356	
091	Saratoga	08	Finance,  Insurance & Real Estate	1997	3215	98747215	590.69	30716	
091	Saratoga	08	Finance,  Insurance & Real Estate	1998	3854	119270947	595.18	30949	
091	Saratoga	08	Finance,  Insurance & Real Estate	1999	3926	124442862	609.61	31700	
091	Saratoga	08	Finance,  Insurance & Real Estate	2000	3411	115427315	650.76	33840	
091	Saratoga	09	Services	1975	5423	43077221	152.75	7943	
091	Saratoga	09	Services	1976	5703	46448569	156.63	8145	
091	Saratoga	09	Services	1977	5835	49362531	162.69	8460	
091	Saratoga	09	Services	1978	10281	97851889	183.03	9518	
091	Saratoga	09	Services	1979	10522	108145686	197.66	10279	
091	Saratoga	09	Services	1980	11740	127891942	209.49	10894	
091	Saratoga	09	Services	1981	11506	138142346	230.88	12006	
091	Saratoga	09	Services	1982	11815	152140602	247.64	12877	
091	Saratoga	09	Services	1983	11884	163813356	265.08	13784	
091	Saratoga	09	Services	1984	12462	181415869	279.96	14558	
091	Saratoga	09	Services	1985	13377	206975214	297.56	15473	
091	Saratoga	09	Services	1986	14248	225756237	304.71	15845	
091	Saratoga	09	Services	1987	15184	259994377	329.29	17123	
091	Saratoga	09	Services	1988	16006	291660200	350.43	18222	
091	Saratoga	09	Services	1989	16702	327216220	376.75	19591	
091	Saratoga	09	Services	1990	17314	359199983	398.98	20747	
091	Saratoga	09	Services	1991	17878	406862636	437.64	22757	
091	Saratoga	09	Services	1992	18056	429266780	457.20	23775	
091	Saratoga	09	Services	1993	18496	454125952	472.17	24553	
091	Saratoga	09	Services	1994	18976	471070794	477.39	24824	
091	Saratoga	09	Services	1995	19678	500089801	488.73	25414	
091	Saratoga	09	Services	1996	20071	520748054	498.95	25945	
091	Saratoga	09	Services	1997	22031	556319059	485.61	25252	
091	Saratoga	09	Services	1998	23714	612780205	496.93	25840	
091	Saratoga	09	Services	1999	24747	665430112	517.10	26889	
091	Saratoga	09	Services	2000	26536	738853509	535.44	27843	
091	Saratoga	10	Public Administration	1975	481	5850775	233.76	12155	
091	Saratoga	10	Public Administration	1976	437	5499402	242.10	12589	
091	Saratoga	10	Public Administration	1977	568	7421393	251.19	13062	
091	Saratoga	10	Public Administration	1978	1882	16123170	164.74	8567	
091	Saratoga	10	Public Administration	1979	2820	24622407	167.94	8733	
091	Saratoga	10	Public Administration	1980	2761	28718447	200.02	10401	
091	Saratoga	10	Public Administration	1981	2831	33420108	227.03	11806	
091	Saratoga	10	Public Administration	1982	2873	39176136	262.24	13636	
091	Saratoga	10	Public Administration	1983	2933	44059659	288.89	15022	
091	Saratoga	10	Public Administration	1984	3003	48757018	312.25	16237	
091	Saratoga	10	Public Administration	1985	3069	51986330	325.77	16940	
091	Saratoga	10	Public Administration	1986	3101	55023987	341.28	17746	
091	Saratoga	10	Public Administration	1987	3144	59784550	365.64	19013	
091	Saratoga	10	Public Administration	1988	3256	64236924	379.42	19730	
091	Saratoga	10	Public Administration	1989	3231	69962314	416.37	21651	
091	Saratoga	10	Public Administration	1990	3358	75403865	431.81	22454	
091	Saratoga	10	Public Administration	1991	3319	76362884	442.50	23010	
091	Saratoga	10	Public Administration	1992	3406	81170146	458.31	23832	
091	Saratoga	10	Public Administration	1993	3422	83937379	471.75	24531	
091	Saratoga	10	Public Administration	1994	3536	89795817	488.35	25394	
091	Saratoga	10	Public Administration	1995	3522	94464590	515.77	26820	
091	Saratoga	10	Public Administration	1996	3595	98641838	527.71	27441	
091	Saratoga	10	Public Administration	1997	3653	103684393	545.83	28383	
091	Saratoga	10	Public Administration	1998	3641	107594867	568.35	29554	
091	Saratoga	10	Public Administration	1999	3669	113000132	592.24	30797	
091	Saratoga	10	Public Administration	2000	3819	122239192	615.62	32012	
093	Schenectady	00	All Industries	1975	56716	650859704	220.69	11476	
093	Schenectady	00	All Industries	1976	57071	709605569	239.11	12434	
093	Schenectady	00	All Industries	1977	58238	769266972	254.02	13209	
093	Schenectady	00	All Industries	1978	64802	888790055	263.76	13715	
093	Schenectady	00	All Industries	1979	64756	949595524	282.00	14664	
093	Schenectady	00	All Industries	1980	64270	1024561006	306.57	15941	
093	Schenectady	00	All Industries	1981	63457	1113584895	337.47	17549	
093	Schenectady	00	All Industries	1982	61515	1150823366	359.77	18708	
093	Schenectady	00	All Industries	1983	60493	1185862600	376.99	19603	
093	Schenectady	00	All Industries	1984	60970	1240370477	391.23	20344	
093	Schenectady	00	All Industries	1985	62555	1327635057	408.14	21224	
093	Schenectady	00	All Industries	1986	63226	1386109283	421.60	21923	
093	Schenectady	00	All Industries	1987	61253	1400654094	439.75	22867	
093	Schenectady	00	All Industries	1988	61652	1467962882	457.89	23810	
093	Schenectady	00	All Industries	1989	62933	1578019882	482.21	25075	
093	Schenectady	00	All Industries	1990	65003	1709074582	505.62	26292	
093	Schenectady	00	All Industries	1991	63200	1729909128	526.38	27372	
093	Schenectady	00	All Industries	1992	62500	1812802435	557.78	29005	
093	Schenectady	00	All Industries	1993	62527	1843445446	566.97	29482	
093	Schenectady	00	All Industries	1994	62623	1897533682	582.71	30301	
093	Schenectady	00	All Industries	1995	61816	1911411777	594.64	30921	
093	Schenectady	00	All Industries	1996	60253	1904080324	607.72	31601	
093	Schenectady	00	All Industries	1997	60533	1983208370	630.04	32762	
093	Schenectady	00	All Industries	1998	61392	2109909217	660.92	34368	
093	Schenectady	00	All Industries	1999	61145	2131217197	670.29	34855	
093	Schenectady	00	All Industries	2000	61463	2266348072	709.10	36873	
093	Schenectady	01	Agriculture, Mining & Unclassified	1975	434	3344481	148.14	7703	
093	Schenectady	01	Agriculture, Mining & Unclassified	1976	416	4107856	189.86	9873	
093	Schenectady	01	Agriculture, Mining & Unclassified	1977	437	4626704	203.57	10585	
093	Schenectady	01	Agriculture, Mining & Unclassified	1978	367	3842453	201.25	10465	
093	Schenectady	01	Agriculture, Mining & Unclassified	1979	191	2022505	203.72	10594	
093	Schenectady	01	Agriculture, Mining & Unclassified	1980	189	2228771	226.88	11798	
093	Schenectady	01	Agriculture, Mining & Unclassified	1981	171	2029436	227.90	11851	
093	Schenectady	01	Agriculture, Mining & Unclassified	1982	185	2172007	225.78	11741	
093	Schenectady	01	Agriculture, Mining & Unclassified	1983	196	2322855	227.52	11831	
093	Schenectady	01	Agriculture, Mining & Unclassified	1984	201	2187144	209.00	10868	
093	Schenectady	01	Agriculture, Mining & Unclassified	1985	286	3740282	251.50	13078	
093	Schenectady	01	Agriculture, Mining & Unclassified	1986	303	4338319	275.65	14334	
093	Schenectady	01	Agriculture, Mining & Unclassified	1987	338	5114437	290.63	15113	
093	Schenectady	01	Agriculture, Mining & Unclassified	1988	396	6092859	296.01	15392	
093	Schenectady	01	Agriculture, Mining & Unclassified	1989	482	8247947	329.30	17124	
093	Schenectady	01	Agriculture, Mining & Unclassified	1990	437	7263688	319.47	16612	
093	Schenectady	01	Agriculture, Mining & Unclassified	1991	399	7033000	339.33	17645	
093	Schenectady	01	Agriculture, Mining & Unclassified	1992	337	6831165	389.43	20250	
093	Schenectady	01	Agriculture, Mining & Unclassified	1993	386	7654880	381.62	19844	
093	Schenectady	01	Agriculture, Mining & Unclassified	1994	370	8552772	444.03	23090	
093	Schenectady	01	Agriculture, Mining & Unclassified	1995	389	8489722	419.43	21810	
093	Schenectady	01	Agriculture, Mining & Unclassified	1996	395	8837261	429.97	22359	
093	Schenectady	01	Agriculture, Mining & Unclassified	1997	408	8854112	417.59	21715	
093	Schenectady	01	Agriculture, Mining & Unclassified	1998	439	9765253	428.26	22270	
093	Schenectady	01	Agriculture, Mining & Unclassified	1999	450	10731387	458.27	23830	
093	Schenectady	01	Agriculture, Mining & Unclassified	2000	475	11610293	469.81	24430	
093	Schenectady	03	Construction	1975	2032	24910240	235.72	12257	
093	Schenectady	03	Construction	1976	1868	24193645	249.13	12955	
093	Schenectady	03	Construction	1977	1953	24606024	242.24	12596	
093	Schenectady	03	Construction	1978	2162	30788875	273.87	14241	
093	Schenectady	03	Construction	1979	2171	33064540	292.89	15230	
093	Schenectady	03	Construction	1980	2131	35625575	321.45	16715	
093	Schenectady	03	Construction	1981	1985	34827440	337.47	17548	
093	Schenectady	03	Construction	1982	2012	37057808	354.13	18415	
093	Schenectady	03	Construction	1983	2383	46570527	375.82	19543	
093	Schenectady	03	Construction	1984	2625	53309071	390.49	20306	
093	Schenectady	03	Construction	1985	3140	68369280	418.74	21774	
093	Schenectady	03	Construction	1986	3441	78788965	440.30	22895	
093	Schenectady	03	Construction	1987	3569	89890177	484.35	25186	
093	Schenectady	03	Construction	1988	4041	109860200	522.79	27185	
093	Schenectady	03	Construction	1989	4078	115074347	542.63	28217	
093	Schenectady	03	Construction	1990	3937	116568435	569.34	29606	
